Material Code,Material Description,Plant,UOM,Line Number,Component Item Number,Material Description2,Material type,Component Quantity,Unit of Measure
50083336,N-28mcl SUSPENSION NAT (L)-NS,        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,0.45,GM
50083336,N-28mcl SUSPENSION NAT (L)-NS,        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,0.45,GM
50083336,N-28mcl SUSPENSION NAT (L)-NS,        BAIN,PC,2,50081711,"12""X 16""  NATURAL 81.25mu",Polybag,0.001,PC
50083336,N-28mcl SUSPENSION NAT (L)-NS,        BAIN,PC,2,50081711,"12""X 16""  NATURAL 81.25mu",Polybag,0.001,PC
50083336,N-28mcl SUSPENSION NAT (L)-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.000083,PC
50083336,N-28mcl SUSPENSION NAT (L)-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.000083,PC
50083337,N-28mcl SUSPENSION NAT (L)-GS,        BAIN,PC,1,50083336,N-28mcl SUSPENSION NAT (L)-NS,SFG,1,PC
50083337,N-28mcl SUSPENSION NAT (L)-GS,        BAIN,PC,1,50083336,N-28mcl SUSPENSION NAT (L)-NS,SFG,1,PC
50083347,CR-38MM BLUE2945CHS130/020 WHT,        BAIN,PC,1,50082144,38MM INNER CAPS NATURAL,SFG,1,PC
50083347,CR-38MM BLUE2945CHS130/020 WHT,        BAIN,PC,2,50081995,38MM OUTER CAPS BLUE (2945C),SFG,1,PC
50083347,CR-38MM BLUE2945CHS130/020 WHT,        BAIN,PC,3,50083327,"HS130 0.020"" WLP WHITE 5.75""",Liner,0.0111,YD
50083347,CR-38MM BLUE2945CHS130/020 WHT,        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50083347,CR-38MM BLUE2945CHS130/020 WHT,        BAIN,PC,5,50081451,CB:585X337X425MM HF 17BS 3P PP,Carton box,0.0005,PC
50083347,CR-38MM BLUE2945CHS130/020 WHT,        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0005,PC
50090476,CR-38MM HS 130/0.035 WLP WHT,        BAIN,PC,1,50082144,38MM INNER CAPS NATURAL,SFG,1,PC
50090476,CR-38MM HS 130/0.035 WLP WHT,        BAIN,PC,1,50082144,38MM INNER CAPS NATURAL,SFG,1,PC
50090476,CR-38MM HS 130/0.035 WLP WHT,        BAIN,PC,2,50082177,38MM OUTER CAPS WHITE,SFG,1,PC
50090476,CR-38MM HS 130/0.035 WLP WHT,        BAIN,PC,2,50082177,38MM OUTER CAPS WHITE,SFG,1,PC
50090476,CR-38MM HS 130/0.035 WLP WHT,        BAIN,PC,3,50090475,"HS130 0.035 WLP WHITE 5.75""",Liner,0.0111,YD
50090476,CR-38MM HS 130/0.035 WLP WHT,        BAIN,PC,3,50090475,"HS130 0.035 WLP WHITE 5.75""",Liner,0.0111,YD
50090476,CR-38MM HS 130/0.035 WLP WHT,        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50090476,CR-38MM HS 130/0.035 WLP WHT,        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50090476,CR-38MM HS 130/0.035 WLP WHT,        BAIN,PC,5,50081451,CB:585X337X425MM HF 17BS 3P PP,Carton box,0.0005,PC
50090476,CR-38MM HS 130/0.035 WLP WHT,        BAIN,PC,5,50081451,CB:585X337X425MM HF 17BS 3P PP,Carton box,0.0005,PC
50090476,CR-38MM HS 130/0.035 WLP WHT,        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0005,PC
50091630,B-10ML RSP NATURAL R2 (L)-NS,        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,3.658,GM
50091630,B-10ML RSP NATURAL R2 (L)-NS,        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,3.658,GM
50091630,B-10ML RSP NATURAL R2 (L)-NS,        BAIN,PC,2,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.006,PC
50091630,B-10ML RSP NATURAL R2 (L)-NS,        BAIN,PC,2,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.006,PC
50091630,B-10ML RSP NATURAL R2 (L)-NS,        BAIN,PC,3,50081452,CB:585X337X425MM HF 13BS 3P PP,Carton box,0.0005,PC
50091630,B-10ML RSP NATURAL R2 (L)-NS,        BAIN,PC,3,50081573,CB:584X394X338 MM HF PP,Carton box,0.0005,PC
50091631,B-10ML RSP NATURAL R2 (L)-GS,        BAIN,PC,1,50091630,B-10ML RSP NATURAL R2 (L)-NS,SFG,1,PC
50091631,B-10ML RSP NATURAL R2 (L)-GS,        BAIN,PC,1,50091630,B-10ML RSP NATURAL R2 (L)-NS,SFG,1,PC
50091632,B-10ML RSP NATURAL R2 (L)-ET,        BAIN,PC,1,50091630,B-10ML RSP NATURAL R2 (L)-NS,SFG,1,PC
50091632,B-10ML RSP NATURAL R2 (L)-ET,        BAIN,PC,1,50091630,B-10ML RSP NATURAL R2 (L)-NS,SFG,1,PC
50091633,B-10ML RSP WHITE R2 (L)-NS,        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,3.5309,GM
50091633,B-10ML RSP WHITE R2 (L)-NS,        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,3.5309,GM
50091633,B-10ML RSP WHITE R2 (L)-NS,        BAIN,PC,2,50081420,MB: MELCOMAITRE WHT08636 1840H,Master batch,0.1471,GM
50091633,B-10ML RSP WHITE R2 (L)-NS,        BAIN,PC,2,50081420,MB: MELCOMAITRE WHT08636 1840H,Master batch,0.1471,GM
50091633,B-10ML RSP WHITE R2 (L)-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.004,PC
50091633,B-10ML RSP WHITE R2 (L)-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.004,PC
50091633,B-10ML RSP WHITE R2 (L)-NS,        BAIN,PC,4,50081573,CB:584X394X338 MM HF PP,Carton box,0.0005,PC
50091633,B-10ML RSP WHITE R2 (L)-NS,        BAIN,PC,4,50081452,CB:585X337X425MM HF 13BS 3P PP,Carton box,0.0005,PC
50091634,C-TAMPSAFE RSP TURQ.NEW R2-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.162,GM
50091634,C-TAMPSAFE RSP TURQ.NEW R2-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.162,GM
50091634,C-TAMPSAFE RSP TURQ.NEW R2-NS,        BAIN,PC,2,50082172,MB: TURQUOISE 7105101 PE,Master batch,0.138,GM
50091634,C-TAMPSAFE RSP TURQ.NEW R2-NS,        BAIN,PC,2,50082172,MB: TURQUOISE 7105101 PE,Master batch,0.138,GM
50091634,C-TAMPSAFE RSP TURQ.NEW R2-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50091634,C-TAMPSAFE RSP TURQ.NEW R2-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50091634,C-TAMPSAFE RSP TURQ.NEW R2-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50091634,C-TAMPSAFE RSP TURQ.NEW R2-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50091635,C-TAMPSAFE RSP TANBR NEW R2-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.162,GM
50091635,C-TAMPSAFE RSP TANBR NEW R2-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.162,GM
50091635,C-TAMPSAFE RSP TANBR NEW R2-NS,        BAIN,PC,2,50082150,MB TAN BROWN - 810560 PE,Master batch,0.138,GM
50091635,C-TAMPSAFE RSP TANBR NEW R2-NS,        BAIN,PC,2,50082150,MB TAN BROWN - 810560 PE,Master batch,0.138,GM
50091635,C-TAMPSAFE RSP TANBR NEW R2-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50091635,C-TAMPSAFE RSP TANBR NEW R2-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50091635,C-TAMPSAFE RSP TANBR NEW R2-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50091635,C-TAMPSAFE RSP TANBR NEW R2-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0,PC
50091636,C-TAMPSAFE RSP GREY NEW R2-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.162,GM
50091636,C-TAMPSAFE RSP GREY NEW R2-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.162,GM
50091636,C-TAMPSAFE RSP GREY NEW R2-NS,        BAIN,PC,2,50082050,MB: GREYFDM 75198 GY LLDPE,Master batch,0.138,GM
50091636,C-TAMPSAFE RSP GREY NEW R2-NS,        BAIN,PC,2,50082050,MB: GREYFDM 75198 GY LLDPE,Master batch,0.138,GM
50091636,C-TAMPSAFE RSP GREY NEW R2-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50091636,C-TAMPSAFE RSP GREY NEW R2-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50091636,C-TAMPSAFE RSP GREY NEW R2-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50091636,C-TAMPSAFE RSP GREY NEW R2-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50091672,B-10ML RSP WHITE R2 (L)-GS,        BAIN,PC,1,50091633,B-10ML RSP WHITE R2 (L)-NS,SFG,1,PC
50091672,B-10ML RSP WHITE R2 (L)-GS,        BAIN,PC,1,50091633,B-10ML RSP WHITE R2 (L)-NS,SFG,1,PC
50091673,B-10ML RSP WHITE R2 (L)-ET,        BAIN,PC,1,50091633,B-10ML RSP WHITE R2 (L)-NS,SFG,1,PC
50091674,C-TAMPSAFE RSP TURQ.NEW R2 -GS,        BAIN,PC,1,50091634,C-TAMPSAFE RSP TURQ.NEW R2-NS,SFG,1,PC
50091674,C-TAMPSAFE RSP TURQ.NEW R2 -GS,        BAIN,PC,1,50091634,C-TAMPSAFE RSP TURQ.NEW R2-NS,SFG,1,PC
50091675,C-TAMPSAFE RSP TURQ.NEW R2 -ET,        BAIN,PC,1,50091634,C-TAMPSAFE RSP TURQ.NEW R2-NS,SFG,1,PC
50091675,C-TAMPSAFE RSP TURQ.NEW R2 -ET,        BAIN,PC,1,50091634,C-TAMPSAFE RSP TURQ.NEW R2-NS,SFG,1,PC
50091676,C-TAMPSAFE RSP TANBR NEW R2-GS,        BAIN,PC,1,50091635,C-TAMPSAFE RSP TANBR NEW R2-NS,SFG,1,PC
50091676,C-TAMPSAFE RSP TANBR NEW R2-GS,        BAIN,PC,1,50091635,C-TAMPSAFE RSP TANBR NEW R2-NS,SFG,1,PC
50091677,C-TAMPSAFE RSP TANBR NEW R2-ET,        BAIN,PC,1,50091635,C-TAMPSAFE RSP TANBR NEW R2-NS,SFG,1,PC
50091677,C-TAMPSAFE RSP TANBR NEW R2-ET,        BAIN,PC,1,50091635,C-TAMPSAFE RSP TANBR NEW R2-NS,SFG,1,PC
50091678,C-TAMPSAFE RSP GREY NEW R2-GS,        BAIN,PC,1,50091636,C-TAMPSAFE RSP GREY NEW R2-NS,SFG,1,PC
50091678,C-TAMPSAFE RSP GREY NEW R2-GS,        BAIN,PC,1,50091636,C-TAMPSAFE RSP GREY NEW R2-NS,SFG,1,PC
50091679,C-TAMPSAFE RSP GREY NEW R2-ET,        BAIN,PC,1,50091636,C-TAMPSAFE RSP GREY NEW R2-NS,SFG,1,PC
50091679,C-TAMPSAFE RSP GREY NEW R2-ET,        BAIN,PC,1,50091636,C-TAMPSAFE RSP GREY NEW R2-NS,SFG,1,PC
50091681,B-5ML RG O. GREEN (L) DS-NS,        BAIN,PC,1,50082184,LDPE: PURELL PE 1810 E,Raw material,2.8812,GM
50091681,B-5ML RG O. GREEN (L) DS-NS,        BAIN,PC,2,50082152,MB:REMAFIN GREEN 91151,Master batch,0.0588,GM
50091681,B-5ML RG O. GREEN (L) DS-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.004,PC
50091681,B-5ML RG O. GREEN (L) DS-NS,        BAIN,PC,4,50081452,CB:585X337X425MM HF 13BS 3P PP,Carton box,0.000333,PC
50091682,B-5ML RG O. GREEN (L) DS-GS,        BAIN,PC,1,50091681,B-5ML RG O. GREEN (L) DS-NS,SFG,1,PC
50091683,B-5ML RG O. GREEN (L) DS-ET,        BAIN,PC,1,50091681,B-5ML RG O. GREEN (L) DS-NS,SFG,1,PC
50091686,B-10ML RG NATURAL 12C (L)-NS,        BAIN,PC,1,50082184,LDPE: PURELL PE 1810 E,Raw material,3.552,GM
50091686,B-10ML RG NATURAL 12C (L)-NS,        BAIN,PC,1,50082184,LDPE: PURELL PE 1810 E,Raw material,3.552,GM
50091686,B-10ML RG NATURAL 12C (L)-NS,        BAIN,PC,2,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.004,PC
50091686,B-10ML RG NATURAL 12C (L)-NS,        BAIN,PC,2,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.004,PC
50091686,B-10ML RG NATURAL 12C (L)-NS,        BAIN,PC,3,50108243,CB:585X337X350MM HF 13BS 5P PP,Carton box,0.0005,PC
50091686,B-10ML RG NATURAL 12C (L)-NS,        BAIN,PC,3,50081452,CB:585X337X425MM HF 13BS 3P PP,Carton box,0.0005,PC
50091687,B-10ML RG NATURAL 12C (L)-GS,        BAIN,PC,1,50091686,B-10ML RG NATURAL 12C (L)-NS,SFG,1,PC
50091687,B-10ML RG NATURAL 12C (L)-GS,        BAIN,PC,1,50091686,B-10ML RG NATURAL 12C (L)-NS,SFG,1,PC
50091688,B-10ML RG NATURAL 12C (L)-ET,        BAIN,PC,1,50091686,B-10ML RG NATURAL 12C (L)-NS,SFG,1,PC
50091688,B-10ML RG NATURAL 12C (L)-ET,        BAIN,PC,1,50091686,B-10ML RG NATURAL 12C (L)-NS,SFG,1,PC
50091694,B-10ML RG WHITE 12C (L)-NS,        BAIN,PC,1,50082184,LDPE: PURELL PE 1810 E,Raw material,3.5491,GM
50091694,B-10ML RG WHITE 12C (L)-NS,        BAIN,PC,1,50082184,LDPE: PURELL PE 1810 E,Raw material,3.5491,GM
50091694,B-10ML RG WHITE 12C (L)-NS,        BAIN,PC,2,50082194,MB: REMAFIN WHITE P7,Master batch,0.0724,GM
50091694,B-10ML RG WHITE 12C (L)-NS,        BAIN,PC,2,50082194,MB: REMAFIN WHITE P7,Master batch,0.0724,GM
50091694,B-10ML RG WHITE 12C (L)-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.004,PC
50091694,B-10ML RG WHITE 12C (L)-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.004,PC
50091694,B-10ML RG WHITE 12C (L)-NS,        BAIN,PC,4,50081452,CB:585X337X425MM HF 13BS 3P PP,Carton box,0.0005,PC
50091694,B-10ML RG WHITE 12C (L)-NS,        BAIN,PC,4,50108243,CB:585X337X350MM HF 13BS 5P PP,Carton box,0.0005,PC
50091767,B-5ML RSP 1810EWTPH75525 R2-NS,        BAIN,PC,1,50082184,LDPE: PURELL PE 1810 E,Raw material,2.832,GM
50091767,B-5ML RSP 1810EWTPH75525 R2-NS,        BAIN,PC,2,50082446,MB:REMA CEG020(EP)PH75525WHITE,Master batch,0.118,GM
50091767,B-5ML RSP 1810EWTPH75525 R2-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.006,PC
50091767,B-5ML RSP 1810EWTPH75525 R2-NS,        BAIN,PC,4,50081452,CB:585X337X425MM HF 13BS 3P PP,Carton box,0.000333,PC
50091770,C-DOUBLESAFE NX BL248714(H)-NS,        BAIN,PC,1,50082200,HDPE: RELENE E52009,Raw material,1.6562,GM
50091770,C-DOUBLESAFE NX BL248714(H)-NS,        BAIN,PC,2,50091769,MB: POLYONE BLUE PE 248714,Master batch,0.0338,GM
50091770,C-DOUBLESAFE NX BL248714(H)-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50091770,C-DOUBLESAFE NX BL248714(H)-NS,        BAIN,PC,4,50081574,CB:580X332X420 MM FF PP,Carton box,0.000167,PC
50091771,C-DOUBLESAFE NX OR247913(H)-NS,        BAIN,PC,1,50082200,HDPE: RELENE E52009,Raw material,1.6562,GM
50091771,C-DOUBLESAFE NX OR247913(H)-NS,        BAIN,PC,1,50082200,HDPE: RELENE E52009,Raw material,1.6562,GM
50091771,C-DOUBLESAFE NX OR247913(H)-NS,        BAIN,PC,2,50083333,MB: POLYONE ORANGE PE 247913,Master batch,0.0338,GM
50091771,C-DOUBLESAFE NX OR247913(H)-NS,        BAIN,PC,2,50083333,MB: POLYONE ORANGE PE 247913,Master batch,0.0338,GM
50091771,C-DOUBLESAFE NX OR247913(H)-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50091771,C-DOUBLESAFE NX OR247913(H)-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50091771,C-DOUBLESAFE NX OR247913(H)-NS,        BAIN,PC,4,50081574,CB:580X332X420 MM FF PP,Carton box,0.000167,PC
50091771,C-DOUBLESAFE NX OR247913(H)-NS,        BAIN,PC,4,50081574,CB:580X332X420 MM FF PP,Carton box,0.000167,PC
50091791,B-10ML RG WHITE 12C (L)-GS,        BAIN,PC,1,50091694,B-10ML RG WHITE 12C (L)-NS,SFG,1,PC
50091791,B-10ML RG WHITE 12C (L)-GS,        BAIN,PC,1,50091694,B-10ML RG WHITE 12C (L)-NS,SFG,1,PC
50091792,B-10ML RG WHITE 12C (L)-ET,        BAIN,PC,1,50091694,B-10ML RG WHITE 12C (L)-NS,SFG,1,PC
50091792,B-10ML RG WHITE 12C (L)-ET,        BAIN,PC,1,50091694,B-10ML RG WHITE 12C (L)-NS,SFG,1,PC
50091948,33MM CRIII INR CAPS NT(HP548N),        BAIN,PC,1,50082409,PPHP: PURELL HP548N,Raw material,3.06,GM
50091948,33MM CRIII INR CAPS NT(HP548N),        BAIN,PC,2,50082228,"38""X34"" GUSS. LIGHT ORANGE 50m",Polybag,0.0003,PC
50091949,33MM CRIII OTR CAPS WT(HP548N),        BAIN,PC,1,50082409,PPHP: PURELL HP548N,Raw material,3.4338,GM
50091949,33MM CRIII OTR CAPS WT(HP548N),        BAIN,PC,2,50082221,MB : PPC - 43100 WHITE,Master batch,0.1062,GM
50091949,33MM CRIII OTR CAPS WT(HP548N),        BAIN,PC,3,50082229,"38""X34"" GUSS. DARK ORANGE 50mu",Polybag,0.0004,PC
50091950,28MM OUTER CAPS WT(HP548N),        BAIN,PC,1,50082409,PPHP: PURELL HP548N,Raw material,2.82,GM
50091950,28MM OUTER CAPS WT(HP548N),        BAIN,PC,2,50082195,MB: PPC 40526 WHITE,Master batch,0.0872,GM
50091950,28MM OUTER CAPS WT(HP548N),        BAIN,PC,3,50081838,"38""X34"" GUSS. NATURAL 50mu",Polybag,0.0003,PC
50091951,28MM INNER CAPS NT(HP548N),        BAIN,PC,1,50082409,PPHP: PURELL HP548N,Raw material,2.39,GM
50091951,28MM INNER CAPS NT(HP548N),        BAIN,PC,2,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0002,PC
50091952,"B-10ML""O"" NAT POPLOGO (L)-NS",        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,3.9646,GM
50091952,"B-10ML""O"" NAT POPLOGO (L)-NS",        BAIN,PC,2,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.004,PC
50091952,"B-10ML""O"" NAT POPLOGO (L)-NS",        BAIN,PC,3,50081452,CB:585X337X425MM HF 13BS 3P PP,Carton box,0.0005,PC
50091953,"B-10ML""O"" NAT POPLOGO (L)-GS",        BAIN,PC,1,50091952,"B-10ML""O"" NAT POPLOGO (L)-NS",SFG,1,PC
50091958,C-TS RSP BRN467 (6541A) NEW-NS,        BAIN,PC,1,50083317,HDPE: PURELL ACP 6541A,Raw material,2.21,GM
50091958,C-TS RSP BRN467 (6541A) NEW-NS,        BAIN,PC,2,50091954,MB:MEV BROWN PE8M176130 (467),Master batch,0.09,GM
50091958,C-TS RSP BRN467 (6541A) NEW-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50091958,C-TS RSP BRN467 (6541A) NEW-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50091959,C-TS RSP DBL281 (6541A) NEW-NS,        BAIN,PC,1,50083317,HDPE: PURELL ACP 6541A,Raw material,2.21,GM
50091959,C-TS RSP DBL281 (6541A) NEW-NS,        BAIN,PC,2,50091955,MB:MEV D.BLUE PE5M176272(281),Master batch,0.09,GM
50091959,C-TS RSP DBL281 (6541A) NEW-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50091959,C-TS RSP DBL281 (6541A) NEW-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50091960,C-TS RSP OR1585 (6541A) NEW-NS,        BAIN,PC,1,50083317,HDPE: PURELL ACP 6541A,Raw material,2.21,GM
50091960,C-TS RSP OR1585 (6541A) NEW-NS,        BAIN,PC,2,50091956,MB:MEV ORANGE PE2M176089(1585),Master batch,0.09,GM
50091960,C-TS RSP OR1585 (6541A) NEW-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50091960,C-TS RSP OR1585 (6541A) NEW-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50091961,C-TS RSP GREY4C (6541A) NEW-NS,        BAIN,PC,1,50083317,HDPE: PURELL ACP 6541A,Raw material,2.21,GM
50091961,C-TS RSP GREY4C (6541A) NEW-NS,        BAIN,PC,2,50091957,MB:MEV GREY PE7M176184(4C),Master batch,0.09,GM
50091961,C-TS RSP GREY4C (6541A) NEW-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50091961,C-TS RSP GREY4C (6541A) NEW-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50092027,C-TS RSP YELLOW 110543 NEW-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.162,GM
50092027,C-TS RSP YELLOW 110543 NEW-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.162,GM
50092027,C-TS RSP YELLOW 110543 NEW-NS,        BAIN,PC,2,50092004,MB: YELLOW 110543 PE(YELLOW C),Master batch,0.138,GM
50092027,C-TS RSP YELLOW 110543 NEW-NS,        BAIN,PC,2,50092004,MB: YELLOW 110543 PE(YELLOW C),Master batch,0.138,GM
50092027,C-TS RSP YELLOW 110543 NEW-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50092027,C-TS RSP YELLOW 110543 NEW-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50092027,C-TS RSP YELLOW 110543 NEW-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50092027,C-TS RSP YELLOW 110543 NEW-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50092028,C-TS RSP YELLOW 110543 NEW-GS,        BAIN,PC,1,50092027,C-TS RSP YELLOW 110543 NEW-NS,SFG,1,PC
50092028,C-TS RSP YELLOW 110543 NEW-GS,        BAIN,PC,1,50092027,C-TS RSP YELLOW 110543 NEW-NS,SFG,1,PC
50092032,C-TS RSP YELLOW 110543 NEW-ET,        BAIN,PC,1,50092027,C-TS RSP YELLOW 110543 NEW-NS,SFG,1,PC
50092032,C-TS RSP YELLOW 110543 NEW-ET,        BAIN,PC,1,50092027,C-TS RSP YELLOW 110543 NEW-NS,SFG,1,PC
50092033,38MM OUTER CAPS WHITE(HP548N),        BAIN,PC,1,50082409,PPHP: PURELL HP548N,Raw material,3.93,GM
50092033,38MM OUTER CAPS WHITE(HP548N),        BAIN,PC,2,50082217,MB ZP093277NMB WHITE,Master batch,0.1216,GM
50092033,38MM OUTER CAPS WHITE(HP548N),        BAIN,PC,3,50081838,"38""X34"" GUSS. NATURAL 50mu",Polybag,0.0005,PC
50092034,38MM INNER CAPS NAT(HP548N),        BAIN,PC,1,50082409,PPHP: PURELL HP548N,Raw material,3.379,GM
50092034,38MM INNER CAPS NAT(HP548N),        BAIN,PC,2,50081838,"38""X34"" GUSS. NATURAL 50mu",Polybag,0.0003,PC
50092037,33MM OUTER CAPS MEVGREEN(376),        BAIN,PC,1,50082181,PPHP: COPYLENE CH120LN,Raw material,3.456,GM
50092037,33MM OUTER CAPS MEVGREEN(376),        BAIN,PC,2,50092041,MB:MEVO GREEN PP6M415403-ZN,Master batch,0.144,GM
50092037,33MM OUTER CAPS MEVGREEN(376),        BAIN,PC,4,50081838,"38""X34"" GUSS. NATURAL 50mu",Polybag,0.0005,PC
50092038,33MM OUTER CAPS VIOLET(7440),        BAIN,PC,1,50082181,PPHP: COPYLENE CH120LN,Raw material,3.492,GM
50092038,33MM OUTER CAPS VIOLET(7440),        BAIN,PC,2,50092036,MB:MEVO VIOLET PP4M415331-ZN,Master batch,0.108,GM
50092038,33MM OUTER CAPS VIOLET(7440),        BAIN,PC,4,50081838,"38""X34"" GUSS. NATURAL 50mu",Polybag,0.0005,PC
50092039,38MM OUTER CAPS VIOLET (7440),        BAIN,PC,1,50082181,PPHP: COPYLENE CH120LN,Raw material,3.977,GM
50092039,38MM OUTER CAPS VIOLET (7440),        BAIN,PC,2,50092036,MB:MEVO VIOLET PP4M415331-ZN,Master batch,0.123,GM
50092039,38MM OUTER CAPS VIOLET (7440),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50092040,38MM OUTER CAPS MEV GRN (376),        BAIN,PC,1,50082181,PPHP: COPYLENE CH120LN,Raw material,3.977,GM
50092040,38MM OUTER CAPS MEV GRN (376),        BAIN,PC,2,50092041,MB:MEVO GREEN PP6M415403-ZN,Master batch,0.123,GM
50092040,38MM OUTER CAPS MEV GRN (376),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50092042,"B-10ML ""I"" NAT.POP LOGO NEW-NS",        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,3.7,GM
50092042,"B-10ML ""I"" NAT.POP LOGO NEW-NS",        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,3.7,GM
50092042,"B-10ML ""I"" NAT.POP LOGO NEW-NS",        BAIN,PC,2,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.002,PC
50092042,"B-10ML ""I"" NAT.POP LOGO NEW-NS",        BAIN,PC,2,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.002,PC
